City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,Codrington,-38.2667,141.9667,56.82,72,99,6.44,AU,1667533073
360,North Platte,41.1239,-100.7654,34.12,89,90,11.99,US,1667533073
361,Kuching,1.55,110.3333,80.82,83,20,5.75,MY,1667532796
362,Fortuna,40.5982,-124.1573,49.66,86,100,3.44,US,1667533074
363,San Jose,37.3394,-121.895,52.86,65,0,4.61,US,1667532796
364,Hamilton,39.1834,-84.5333,62.22,81,0,8.05,US,1667532907
365,Ambilobe,-13.2,49.05,75.13,65,0,5.57,MG,1667533075
366,Severodvinsk,64.5635,39.8302,23.11,89,75,4.43,RU,1667533075
367,Mana,5.6592,-53.7767,76.57,91,100,3.65,GF,1667533076
368,Olafsvik,64.8945,-23.7142,40.37,89,70,12.77,IS,1667533076
369,Sisimiut,66.9395,-53.6735,24.42,51,100,8.46,GL,1667533077
370,Yakeshi,49.2833,120.7333,25.12,74,35,13.29,CN,1667533077
371,Arlit,18.7369,7.3853,70.02,25,4,8.16,NE,1667533078
372,Two Rivers,44.1539,-87.5693,60.94,82,75,9.22,US,1667533078
373,Ust'-Tarka,55.5672,75.705,33.4,77,89,10.56,RU,1667533079
374,Grand-Santi,4.25,-54.3833,72.48,100,100,1.88,GF,1667533079
375,Rūdbār,30.15,62.6,75.43,21,7,6.13,AF,1667533079
376,Yulara,-25.2406,130.9889,80.28,15,0,10.22,AU,1667533080
377,Albacete,38.8333,-2.0,56.21,82,100,12.66,ES,1667533080
378,Qui Nhon,13.7667,109.2333,78.31,73,42,7.25,VN,1667533081
379,Chāndbāli,20.7833,86.7667,80.76,47,1,4.68,IN,1667533082
380,Necochea,-38.5473,-58.7368,47.53,83,0,11.86,AR,1667532870
381,George Town,5.4112,100.3354,86.9,78,20,5.75,MY,1667533055
382,Pangkalanbuun,-2.6833,111.6167,76.12,95,100,3.76,ID,1667533083
383,Slave Lake,55.2834,-114.769,26.58,63,100,9.22,CA,1667532953
384,Santa Maria do Suaçuí,-18.1903,-42.4142,58.37,94,99,1.66,BR,1667533084
385,Paamiut,61.994,-49.6678,34.21,92,100,3.13,GL,1667533085
386,Volksrust,-27.3654,29.8818,56.19,89,98,3.96,ZA,1667533085
387,Hofn,64.2539,-15.2082,43.38,73,76,16.06,IS,1667533086
388,‘Āhuimanu,21.4447,-157.8378,82.11,75,40,9.22,US,1667533086
389,Marsh Harbour,26.5412,-77.0636,78.08,68,7,13.33,BS,1667532935
390,Linkou,45.3,130.2833,34.63,25,0,12.37,CN,1667533087
391,Tadine,-21.55,167.8833,80.01,73,49,13.13,NC,1667533088
392,Mungwi,-10.1732,31.3694,68.59,45,70,2.64,ZM,1667533088
393,Luau,-10.7073,22.2247,62.08,99,41,3.33,AO,1667533089
394,Fundão,-19.9341,-40.4047,65.53,89,90,6.35,BR,1667533089
395,Alta Floresta,-9.8756,-56.0861,74.66,63,100,4.45,BR,1667533090
396,Cherskiy,68.75,161.3,-17.32,92,15,3.8,RU,1667533090
397,Jalu,29.0331,21.5482,60.94,79,43,6.51,LY,1667533091
398,Nizhniy Lomov,53.5304,43.6766,32.11,98,100,3.51,RU,1667533092
399,Muros,42.7762,-9.0603,49.68,95,76,2.8,ES,1667532951
400,Honiara,-9.4333,159.95,82.76,79,68,3.89,SB,1667533092
401,Carbonia,39.1672,8.5222,70.45,82,100,12.5,IT,1667533093
402,Mandalgovi,45.7625,106.2708,34.07,39,3,14.9,MN,1667533093
403,Port Hardy,50.6996,-127.4199,39.38,100,100,24.16,CA,1667533094
404,Codajás,-3.8367,-62.0569,70.54,79,26,2.66,BR,1667533095
405,Talnakh,69.4865,88.3972,15.21,96,100,8.81,RU,1667533088
406,Ryōtsu-minato,38.0833,138.4333,51.49,63,94,5.44,JP,1667533096
407,Ağdaş,40.65,47.4761,53.47,75,56,3.06,AZ,1667533096
408,Vostok,46.4856,135.8833,25.56,45,64,11.23,RU,1667533097
409,Tegul'det,57.3064,88.1667,30.51,82,100,5.84,RU,1667533097
410,La Ronge,55.1001,-105.2842,21.45,86,100,3.44,CA,1667533098
411,Rockland,41.1668,-74.0496,56.64,81,0,2.82,US,1667533098
412,Salalah,17.0151,54.0924,78.89,73,75,4.61,OM,1667532881
413,Departamento de Maldonado,-34.6667,-54.9167,52.99,90,0,4.79,UY,1667533100
414,Safaga,26.7292,33.9365,72.0,50,100,10.94,EG,1667533101
415,Udachny,66.4167,112.4,12.45,92,100,18.66,RU,1667533101
416,Khovd,48.0056,91.6419,31.93,57,95,2.3,MN,1667533101
417,Tyup,42.7276,78.3648,46.35,47,100,2.98,KG,1667533102
418,Vila Franca do Campo,37.7167,-25.4333,69.19,96,50,8.79,PT,1667533103
419,Camaná,-16.6228,-72.7111,62.91,83,83,5.95,PE,1667533103
420,Batticaloa,7.7102,81.6924,81.19,75,60,5.39,LK,1667533104
421,Oakdale,44.963,-92.9649,63.72,78,100,6.91,US,1667533104
422,Campagna,40.6653,15.1059,62.08,88,74,1.01,IT,1667533105
423,Carballo,43.213,-8.691,57.87,90,96,2.71,ES,1667533105
424,Parrita,9.5201,-84.3225,77.25,89,100,2.66,CR,1667533106
425,Noumea,-22.2763,166.4572,84.18,73,31,18.54,NC,1667532855
426,West Wendover,40.7391,-114.0733,33.01,44,0,13.8,US,1667533106
427,Gisenyi,-1.7028,29.2564,63.32,90,100,2.8,RW,1667533107
428,Sokolo,14.7328,-6.1219,74.68,18,0,8.9,ML,1667533108
429,Yuli,9.6989,10.2744,72.0,33,57,4.81,NG,1667533109
430,Kathmandu,27.7167,85.3167,64.62,68,20,0.0,NP,1667533109
431,Nicoya,10.1483,-85.452,74.48,93,100,0.78,CR,1667533110
432,Shingū,33.7333,135.9833,71.11,44,48,3.11,JP,1667533111
433,Sinnamary,5.3833,-52.95,76.89,91,98,3.47,GF,1667533111
434,Upernavik,72.7868,-56.1549,25.34,64,100,12.17,GL,1667533074
435,Mae Hong Son,19.3003,97.9685,78.94,73,75,2.3,TH,1667533112
436,Manbij,36.5281,37.9549,57.42,32,0,6.85,SY,1667533113
437,Nyurba,63.2842,118.3319,9.41,84,66,9.71,RU,1667533113
438,Yuzhno-Kurilsk,44.0306,145.8556,44.85,57,39,12.06,RU,1667533113
439,Maţāy,28.419,30.7792,63.64,76,46,9.33,EG,1667533114
440,Khilok,51.3674,110.4676,33.58,45,32,10.58,RU,1667533114
441,Leshukonskoye,64.8989,45.7622,15.58,98,85,0.94,RU,1667533115
442,Chauk,20.8833,94.8167,83.86,50,0,5.23,MM,1667533115
443,Muravlenko,63.7898,74.523,24.53,97,100,5.5,RU,1667533116
444,Palekastro,35.2,26.25,65.64,59,0,5.19,GR,1667533116
445,Mountain Home,43.133,-115.6912,33.28,64,0,4.61,US,1667533117
446,Villa Rica,33.7321,-84.9191,61.68,99,0,4.92,US,1667533117
447,Antequera,37.0194,-4.5612,62.94,76,23,4.68,ES,1667533118
448,Ghanzi,-21.5667,21.7833,70.2,68,42,4.27,BW,1667533118
449,Finnsnes,69.2296,17.9811,29.01,96,92,2.73,NO,1667533119
450,Knyaginino,55.8228,45.0349,32.86,98,100,3.78,RU,1667533119
451,Ancud,-41.8697,-73.8203,49.89,96,9,5.3,CL,1667533119
452,Vestmannaeyjar,63.4427,-20.2734,41.77,68,2,3.09,IS,1667533120
453,Puerto Madero,14.7208,-92.4215,75.4,100,100,5.75,MX,1667533120
454,Terråk,65.087,12.3715,51.67,86,99,8.25,NO,1667533121
455,Ladário,-19.0047,-57.6017,64.2,56,15,6.33,BR,1667533121
456,Sedalia,38.7045,-93.2283,69.85,60,40,17.27,US,1667533122
457,Kalispell,48.1958,-114.3129,33.3,84,100,6.91,US,1667533122
458,Hérouville-Saint-Clair,49.2109,-0.3065,50.99,87,75,11.5,FR,1667533123
459,Kutum,14.2,24.6667,58.46,29,83,5.84,SD,1667533123
460,Chicama,-7.8447,-79.1469,59.54,83,28,4.21,PE,1667533124
461,Opatovice nad Labem,50.1454,15.7905,52.43,87,100,6.91,CZ,1667533124
462,Narrabri,-30.3167,149.7833,74.52,41,23,1.01,AU,1667533125
463,Vohibinany,-17.35,49.0333,73.6,68,77,1.5,MG,1667533125
464,Dubrovnik,42.6481,18.0922,60.44,77,0,12.66,HR,1667533126
465,Castelldefels,41.2779,1.9703,62.2,55,0,8.01,ES,1667533126
466,Novy Urengoy,66.0833,76.6333,7.81,89,7,5.79,RU,1667533126
467,Terrace,54.5163,-128.6035,37.31,93,100,14.97,CA,1667532856
468,Privolzhskiy,51.4,46.0333,36.3,76,100,7.96,RU,1667533127
469,Mahajanga,-15.7167,46.3167,71.62,94,75,6.91,MG,1667533128
470,Chingirlau,51.095,54.0814,20.1,96,84,7.92,KZ,1667533128
471,Damaturu,11.747,11.9608,71.24,32,100,8.21,NG,1667533129
472,Granville,-33.8333,151.0167,70.21,63,75,11.5,AU,1667533129
473,Bollnäs,61.3482,16.3946,42.4,94,100,7.07,SE,1667533130
474,Dāmghān,36.1683,54.348,52.39,54,5,2.42,IR,1667533130
475,Cassilândia,-19.1133,-51.7342,62.98,69,99,8.99,BR,1667532838
476,Palāsa,18.7667,84.4167,81.68,70,10,6.29,IN,1667533131
477,Orocué,4.7912,-71.3354,67.28,89,56,6.42,CO,1667533132
478,Anadyr,64.75,177.4833,1.9,77,75,8.95,RU,1667533132
479,Mandiana,10.6333,-8.6833,71.1,37,100,4.21,GN,1667533132
480,Were Īlu,10.6,39.4333,47.26,75,5,4.94,ET,1667533133
481,Dwārka,22.2394,68.9678,83.68,50,0,5.99,IN,1667533133
482,Kerikeri,-35.2268,173.9474,71.91,76,100,1.01,NZ,1667533065
483,Tirumullaivāsal,11.2333,79.8333,80.82,75,94,11.97,IN,1667533134
484,Cockburn Town,21.4612,-71.1419,80.08,73,16,14.14,TC,1667532983
485,Yārāda,17.65,83.2667,82.72,83,40,6.91,IN,1667533135
486,Klos,41.5072,20.0851,43.75,59,8,5.14,AL,1667533135
487,Otane,-39.8833,176.6333,67.01,49,11,9.19,NZ,1667533136
488,Luena,-11.7833,19.9167,60.42,86,90,2.15,AO,1667533136
489,Aklavik,68.2191,-135.0107,6.4,95,100,10.49,CA,1667533137
490,Almansa,38.8692,-1.0971,56.91,79,100,15.93,ES,1667533137
491,Bonavista,48.6499,-53.1147,37.18,64,18,22.62,CA,1667533138
492,Gubkinskiy,64.434,76.5026,19.58,96,100,5.91,RU,1667533138
493,Verkhnyaya Balkariya,43.1279,43.4573,36.52,79,33,6.26,RU,1667533138
494,Sur,22.5667,59.5289,81.54,37,1,7.0,OM,1667533139
495,Benalla,-36.55,145.9833,67.86,60,11,4.81,AU,1667533140
496,Rāichūr,16.2,77.3667,79.07,67,1,9.04,IN,1667533140
497,Saint-François,46.4154,3.9054,47.68,76,75,8.05,FR,1667533141
498,Guardiagrele,42.1954,14.2198,62.78,58,100,15.01,IT,1667533141
499,Karaman Province,37.0833,33.25,45.03,49,41,2.13,TR,1667533142
500,Morant Bay,17.8815,-76.4093,80.22,84,27,8.25,JM,1667533063
501,Cobija,-11.0267,-68.7692,63.36,47,9,3.47,BO,1667533142
502,Sept-Îles,50.2001,-66.3821,33.8,86,75,4.61,CA,1667533143
503,Saryozek,44.3583,77.9753,49.33,39,100,1.59,KZ,1667533144
504,Palana,59.1167,159.9667,28.78,78,100,9.19,RU,1667533144
505,Coyhaique,-45.5752,-72.0662,57.15,72,0,3.44,CL,1667533145
506,Laje,-10.1833,-40.9667,70.88,95,100,2.98,BR,1667533145
507,Houma,29.5958,-90.7195,70.0,97,75,6.91,US,1667532920
508,Gouyave,12.1646,-61.7296,81.37,83,75,17.27,GD,1667533146
509,Massakory,12.996,15.7293,73.99,19,100,10.51,TD,1667533147
510,Sangar,63.9242,127.4739,7.92,91,100,2.66,RU,1667533147
511,Dajal,29.5577,70.3762,82.26,28,56,7.52,PK,1667533148
512,Mbanza-Ngungu,-5.25,14.8667,66.36,99,97,2.89,CD,1667533148
513,Vardø,70.3705,31.1107,35.58,93,75,17.27,NO,1667533149
514,Esperance,-33.8667,121.9,80.24,36,49,14.0,AU,1667533149
515,Voi,-3.3945,38.563,69.89,80,17,3.44,KE,1667533150
516,The Valley,18.217,-63.0578,82.26,75,97,13.47,AI,1667533150
517,Berlevåg,70.8578,29.0864,41.0,81,100,27.63,NO,1667533151
518,Los Llanos de Aridane,28.6585,-17.9182,67.75,69,75,10.36,ES,1667533152
519,Qaryat Sulūq,31.6682,20.2521,62.31,83,0,0.58,LY,1667533152
520,Bartica,6.4,-58.6167,75.52,99,100,1.7,GY,1667533153
521,Ardakān,32.31,54.0175,58.6,60,7,4.03,IR,1667533154
522,Bereket,39.2446,55.5154,54.32,72,58,6.15,TM,1667533154
523,Vernon,50.2581,-119.2691,34.61,86,100,2.3,CA,1667533155
524,Lebedinyy,58.5167,125.5167,13.35,93,100,15.35,RU,1667533155
525,Fochabers,57.6136,-3.0957,42.89,81,0,10.36,GB,1667533156
526,Kalawit,8.0667,122.5167,85.87,73,89,2.82,PH,1667533156
527,Mayo,38.8876,-76.5119,59.13,93,0,3.44,US,1667533157
528,Sandwick,60.0,-1.25,49.82,76,75,16.11,GB,1667533158
529,Huai Yot,7.7893,99.6348,82.02,76,89,4.16,TH,1667533158
530,Vestmanna,62.1564,-7.1664,45.52,87,100,23.02,FO,1667533159
531,Waingapu,-9.6567,120.2641,88.36,58,100,9.86,ID,1667533159
532,Omīdīyeh,30.7597,49.705,62.47,63,0,0.0,IR,1667533160
533,Amapá,1.0,-52.0,70.47,100,100,1.41,BR,1667533161
534,Abonnema,4.7084,6.7931,75.7,90,50,4.25,NG,1667533161
535,Avera,33.194,-82.5271,58.51,71,0,5.93,US,1667533162
536,Kumluca,36.3703,30.2869,66.87,40,0,4.25,TR,1667533162
537,Makakilo City,21.3469,-158.0858,80.92,69,0,10.36,US,1667533163
538,Coahuayana Viejo,18.7333,-103.6833,75.34,93,6,3.02,MX,1667533066
539,San Miguel de Cozumel,20.5083,-86.9458,79.07,97,40,4.61,MX,1667533081
540,Kamisu,35.8907,140.6686,67.24,73,100,19.46,JP,1667533164
541,Lichinga,-13.3128,35.2406,64.49,68,20,11.5,MZ,1667533165
542,Farafangana,-22.8167,47.8333,74.19,77,27,8.86,MG,1667533165
543,Manono,-7.3,27.4167,66.78,97,80,1.57,CD,1667533166
544,Katherine,-14.4667,132.2667,89.92,31,43,11.5,AU,1667533166
545,Banda Aceh,5.5577,95.3222,75.51,93,100,2.44,ID,1667533167
546,Ixtapa,20.7,-105.2,74.43,83,0,3.44,MX,1667533167
547,Suntar,62.1444,117.6319,11.97,81,58,8.32,RU,1667533168
548,Riacho de Santana,-13.6092,-42.9389,64.11,95,100,6.82,BR,1667533168
549,Ariquemes,-9.9133,-63.0408,64.99,60,7,3.44,BR,1667533169
550,Xam Nua,20.4197,104.0439,74.17,45,44,4.36,LA,1667533170
551,Burgos,42.3394,-3.7079,41.41,100,100,6.91,ES,1667533171
552,Almeria,37.1667,-2.3333,59.16,63,34,6.2,ES,1667533171
553,Bambanglipuro,-7.95,110.2833,83.05,77,98,11.41,ID,1667533117
554,Hay River,60.8156,-115.7999,15.78,86,75,8.05,CA,1667533172
555,Soyo,-6.1349,12.3689,76.82,88,100,1.52,AO,1667533173
556,Elizabeth City,36.2946,-76.2511,64.42,96,0,4.61,US,1667533173
557,Nome,64.5011,-165.4064,21.27,68,75,6.91,US,1667533174
558,Oistins,13.0667,-59.5333,78.89,83,40,8.05,BB,1667533175
559,Flinders,-34.5833,150.8552,69.19,64,69,7.0,AU,1667533175
560,Nynäshamn,58.9034,17.9479,48.11,84,64,15.68,SE,1667533175
561,Touros,-5.1989,-35.4608,77.07,82,18,9.19,BR,1667532930
562,La Rioja,42.25,-2.5,38.98,81,42,6.06,ES,1667533176
563,Barra de Tecoanapa,16.5167,-98.75,79.36,83,22,6.29,MX,1667533177
564,Rājgīr,25.0333,85.4167,79.66,42,0,0.76,IN,1667533177
565,Alice Springs,-23.7,133.8833,78.35,14,0,13.8,AU,1667533178
566,Aketi,2.7388,23.7833,69.4,98,100,0.16,CD,1667533178
567,Puerto Ayacucho,5.6639,-67.6236,71.35,89,95,4.27,VE,1667533178
568,Bandarbeyla,9.4942,50.8122,78.67,73,60,1.86,SO,1667533179
569,Bloomington,44.8408,-93.2983,63.25,78,100,13.8,US,1667533022
